number,state,created_at,merged_at,closed_at,title
11943,closed,2018-09-13 16:52:51+00:00,2018-09-14 16:14:44+00:00,2018-09-14 16:14:44+00:00,DOC: Add warning/clarification about backwards compat in NEP-18
11941,closed,2018-09-13 00:57:40+00:00,2018-09-22 15:41:30+00:00,2018-09-22 15:41:30+00:00,BUG: Ensure einsum(optimize=True) dispatches tensordot deterministically 
11939,closed,2018-09-12 21:46:20+00:00,,2023-04-28 09:02:52+00:00,ENH: Add option to append to existing .npy files to numpy.save
11937,closed,2018-09-12 18:33:50+00:00,2018-09-18 17:17:48+00:00,2018-09-18 17:17:48+00:00,MAINT: remove exec_command() from f2py init
11936,closed,2018-09-12 17:29:52+00:00,,2018-09-12 20:37:22+00:00,ENH: Add option to append to existing .npy files to numpy.save
11935,closed,2018-09-12 17:23:27+00:00,2018-09-18 02:14:10+00:00,2018-09-18 02:14:10+00:00,MAINT: remove usage of exec_command in config.py
11934,closed,2018-09-12 16:24:29+00:00,2018-09-12 16:52:41+00:00,2018-09-12 16:52:41+00:00,"NEP: Revert ""NEP: Mark NEP 18 as accepted"""
11933,closed,2018-09-12 08:26:27+00:00,2018-09-13 02:49:38+00:00,2018-09-13 02:49:38+00:00,TST: Fix unit tests that used to call unittest.TestCase.fail
11932,closed,2018-09-12 04:17:21+00:00,2018-09-13 22:25:30+00:00,2018-09-13 22:25:30+00:00,MAINT: Move `np.dtype.name.__get__` to python
11931,closed,2018-09-12 01:02:59+00:00,,2019-03-15 22:37:34+00:00,WIP / experiment: enable native unicode arr concatenation
11930,closed,2018-09-11 13:02:08+00:00,2018-09-11 14:47:00+00:00,2018-09-11 14:47:00+00:00,DOC: fix scipy-sphinx-theme license path
11929,closed,2018-09-11 05:30:20+00:00,2018-09-12 11:27:54+00:00,2018-09-12 11:27:54+00:00,DOC: #defining -> #define / Added a short explanation for Numeric
11928,closed,2018-09-11 01:34:49+00:00,,2018-09-11 18:30:05+00:00,BUG/ENH: Ensure einsum(optimize=True) dispatches tensordot using ordered axes
11924,closed,2018-09-10 01:59:54+00:00,,2022-04-06 17:38:55+00:00,NEP: Making details of ``np.core`` private
11922,closed,2018-09-10 00:33:52+00:00,2018-09-10 20:36:09+00:00,2018-09-10 20:36:09+00:00,TST: Add tests for maximum_sctype
11921,closed,2018-09-09 23:05:39+00:00,2018-09-11 15:03:25+00:00,2018-09-11 15:03:25+00:00,MAINT: Don't rely on `__name__` in bitname - use the information directly from the typeinfo.
11920,closed,2018-09-09 22:29:06+00:00,2018-09-09 23:57:05+00:00,2018-09-09 23:57:05+00:00,TST: Fix 'def' test_numerictypes.py::TestSctypeDict to 'class' to enable the test
11916,closed,2018-09-09 07:29:33+00:00,2018-11-10 02:07:17+00:00,2018-11-10 02:07:17+00:00,DEP: deprecate np.set_numeric_ops and friends
11915,closed,2018-09-09 04:52:41+00:00,,2018-10-04 20:11:11+00:00,"WIP, TST: bump up CPU usage on shippable nodes"
11914,closed,2018-09-08 22:50:22+00:00,2018-09-10 21:56:10+00:00,2018-09-10 21:56:10+00:00,"DOC: Clarify difference between PySequence_GETITEM, PyArray_GETITEM "
11912,closed,2018-09-08 21:40:32+00:00,2018-09-09 13:07:27+00:00,2018-09-09 13:07:27+00:00, DOC: dtype offset and itemsize is limited by range of C int
11910,closed,2018-09-08 17:46:58+00:00,2018-09-17 06:08:43+00:00,2018-09-17 06:08:43+00:00,"MAINT: test, refactor design of recursive closures"
11909,closed,2018-09-08 17:28:55+00:00,2018-09-11 15:40:44+00:00,2018-09-11 15:40:44+00:00,MAINT: flake8 cleanups
11907,closed,2018-09-07 21:37:45+00:00,2018-09-08 02:00:02+00:00,2018-09-08 02:00:03+00:00,Link HOWTO_DOCUMENT to specific section on docstrings
11906,closed,2018-09-07 20:39:58+00:00,2018-09-08 16:57:39+00:00,2018-09-08 16:57:40+00:00,TST: add shippable ARMv8 to CI
11905,closed,2018-09-07 17:25:22+00:00,2018-09-24 17:22:07+00:00,2018-09-24 17:22:07+00:00,"TST: Start testing with ""-std=c99"" on travisCI."
11904,closed,2018-09-07 09:00:19+00:00,2018-09-08 15:30:55+00:00,2018-09-08 15:30:55+00:00,Use pytest for some already-parametrized core tests
11902,closed,2018-09-07 01:06:16+00:00,2018-09-08 01:58:08+00:00,2018-09-08 01:58:08+00:00,BUG: Fix matrix PendingDeprecationWarning suppression for pytest 3.8+.
11901,closed,2018-09-07 00:59:42+00:00,2018-09-15 19:50:02+00:00,2018-09-15 19:50:02+00:00,MAINT: remove exec_command usage in ibm.py
11900,closed,2018-09-07 00:57:29+00:00,2018-09-10 20:34:05+00:00,2018-09-10 20:34:05+00:00,MAINT: remove exec_command from gnu.py
11899,closed,2018-09-07 00:53:18+00:00,2018-09-11 00:44:15+00:00,2018-09-11 00:44:15+00:00,MAINT: remove exec_command from system_info.py
11898,closed,2018-09-07 00:49:46+00:00,2018-11-15 03:05:08+00:00,2018-11-15 03:05:09+00:00,MAINT: remove exec_command usage from ccompiler.py
11897,closed,2018-09-06 23:11:44+00:00,,2022-02-04 18:40:33+00:00,"WIP,ENH: Allow `copy=np.never_copy` for array creation and reshape"
11896,closed,2018-09-06 20:45:20+00:00,2018-09-07 00:27:49+00:00,2018-09-07 00:27:49+00:00,BUG: Fix matrix PendingDeprecationWarning suppression for pytest 3.8+.
11895,closed,2018-09-06 09:13:45+00:00,2018-09-06 16:51:44+00:00,2018-09-06 16:51:44+00:00,TST: Parametrize some linalg tests over types.
11894,closed,2018-09-06 07:43:41+00:00,2018-09-22 15:53:31+00:00,2018-09-22 15:53:31+00:00,TST: Parametrize f2py tests.
11893,closed,2018-09-06 06:19:15+00:00,2018-09-06 08:33:25+00:00,2018-09-06 08:33:25+00:00,TST: Fix duplicated test name.
11892,closed,2018-09-06 04:38:15+00:00,2018-09-06 05:50:29+00:00,2018-09-06 05:50:29+00:00,TST: Parametrize PEP3118 scalar tests.
11891,closed,2018-09-06 00:31:58+00:00,2018-09-11 04:59:10+00:00,2018-09-11 04:59:10+00:00,MAINT: remove exec_command() from build_ext
11890,closed,2018-09-05 22:57:20+00:00,,2022-12-10 21:08:11+00:00,BUG: NaT now casts to NaN float64
11889,closed,2018-09-05 18:55:12+00:00,2018-09-22 15:57:01+00:00,2018-09-22 15:57:01+00:00,BENCH: Split bench_function_base.Sort into Sort and SortWorst.
11888,closed,2018-09-05 17:29:46+00:00,2018-12-25 22:29:25+00:00,2018-12-25 22:29:25+00:00,"ENH: Add pocketfft sources to numpy for testing, benchmarks, etc."
11882,closed,2018-09-05 06:13:50+00:00,2018-09-08 17:05:58+00:00,2018-09-08 17:05:58+00:00,"DOC: Recommend the use of `np.ndim` over `np.isscalar`, and explain the differences"
11880,closed,2018-09-04 16:21:27+00:00,2018-09-05 09:41:23+00:00,2018-09-05 09:41:23+00:00,BUG: The multiarray/ufunc merge broke old wheels.
11877,closed,2018-09-04 08:52:52+00:00,2018-09-10 16:36:03+00:00,2018-09-10 16:36:03+00:00,BUG: Fix memory leak in pyfragments.swg
11874,closed,2018-09-04 00:31:33+00:00,2018-09-04 07:57:56+00:00,2018-09-04 07:57:56+00:00,BENCH: split out slow setup method in bench_shape_base.Block 
11873,closed,2018-09-03 22:24:22+00:00,,2022-12-10 21:05:08+00:00,BUG: prevent datetime64 span chokes
11872,closed,2018-09-03 21:22:11+00:00,,2018-09-15 14:41:21+00:00,WIP: experiment with appveyor.
11870,closed,2018-09-03 15:21:37+00:00,2018-09-03 19:12:13+00:00,2018-09-03 19:12:13+00:00,MAINT: dtype(unicode) should raise TypeError on failure
11868,closed,2018-09-03 02:12:03+00:00,2018-09-03 13:29:39+00:00,2018-09-03 13:29:39+00:00,"MAINT: include benchmarks, complete docs, dev tool files in sdist."
11866,closed,2018-09-01 23:38:39+00:00,2018-09-02 19:39:00+00:00,2018-09-02 19:39:01+00:00,TST: Drop Python 3.4 testing
11865,closed,2018-09-01 23:17:26+00:00,2018-09-02 02:53:19+00:00,2018-09-02 02:53:19+00:00,DOC: add a Code of Conduct document.
11864,closed,2018-09-01 19:23:59+00:00,2018-09-01 21:07:46+00:00,2018-09-01 21:07:46+00:00,TST: Update travis testing to use latest virtualenv.
11862,closed,2018-09-01 17:39:13+00:00,2018-09-01 19:13:37+00:00,2018-09-01 19:13:37+00:00,BUG: Re-add `_ones_like` to numpy.core.umath.
11861,closed,2018-09-01 17:21:39+00:00,,2018-09-01 21:40:30+00:00,WIP: Empty commit for ci testing
11859,closed,2018-09-01 13:49:06+00:00,2019-06-14 18:32:44+00:00,2019-06-14 18:32:44+00:00,"BUG: test and fix np.dtype('i,L') #5645"
11858,closed,2018-09-01 12:03:33+00:00,2018-09-18 19:48:04+00:00,2018-09-18 19:48:04+00:00,DOC: add docstrings for numeric types
11857,closed,2018-09-01 11:44:43+00:00,,2023-07-17 13:17:41+00:00,BUG: (closes #4352) any and all applied to object arrays should return bool
11856,closed,2018-09-01 09:18:41+00:00,,2018-10-10 16:32:08+00:00,ENH np.asscalar passes through scalars
11854,closed,2018-09-01 07:59:04+00:00,,2018-09-01 12:03:58+00:00,DOC: add docstring for np.float16 (see #10106)
11852,closed,2018-09-01 00:30:07+00:00,2018-10-19 16:21:14+00:00,2018-10-19 16:21:14+00:00,BUG: timedelta64 now accepts NumPy ints
11851,closed,2018-08-31 22:37:03+00:00,,2019-03-15 21:04:20+00:00,ENH: allow nan -> NaT casting
11850,closed,2018-08-31 20:08:35+00:00,2018-08-31 20:34:03+00:00,2018-08-31 20:34:03+00:00,DOC: add comment to remove fn after python 2 support is dropped
11849,closed,2018-08-31 18:26:50+00:00,2018-08-31 20:04:20+00:00,2018-08-31 20:04:20+00:00,TST: reorder duplicate mem_overlap.c compile
11846,closed,2018-08-31 02:31:36+00:00,,2018-08-31 05:21:52+00:00,DOC: Add defmatrix examples/parameters
11843,closed,2018-08-31 01:22:23+00:00,2018-09-04 05:41:58+00:00,2018-09-04 05:41:58+00:00,"MAINT: remove surviving, unused, list comprehension"
11841,closed,2018-08-30 23:47:05+00:00,,2019-03-14 18:22:32+00:00,BUG: fix repr for generic datetime
11840,closed,2018-08-30 19:41:00+00:00,2018-08-31 20:32:29+00:00,2018-08-31 20:32:29+00:00,BUG: Let 0-D arrays of Python timedelta convert to np.timedelta64.
11837,closed,2018-08-30 07:21:51+00:00,2018-09-06 00:54:32+00:00,2018-09-06 00:54:32+00:00,DOC: Make clear the connection between numpy types and C types
11836,closed,2018-08-29 20:50:25+00:00,,2018-09-19 21:58:05+00:00,"WIP, MAINT: simplify generic type memory handling"
11835,closed,2018-08-29 19:46:16+00:00,,2020-06-17 16:45:36+00:00,DOC: Correct and update polynomial package documentation.
11834,closed,2018-08-29 19:22:13+00:00,2018-08-30 17:03:42+00:00,2018-08-30 17:03:42+00:00,"MAINT, DOC: Replace 'an' by 'a' in some docstrings."
11830,closed,2018-08-28 18:10:42+00:00,2018-08-30 06:19:37+00:00,2018-08-30 06:19:37+00:00,MAINT: reduce void type repr code duplication
11829,closed,2018-08-28 16:42:13+00:00,2019-04-13 01:33:42+00:00,2019-04-13 01:33:42+00:00,MAINT: Use textwrap.dedent in f2py tests
11823,closed,2018-08-27 17:58:28+00:00,2018-08-27 22:43:53+00:00,2018-08-27 22:43:53+00:00,TST: add test for array2string unexpected kwarg
11819,closed,2018-08-26 22:29:54+00:00,,2018-09-01 17:14:04+00:00,"WIP, TST: empty commit for testing appveyor"
11818,closed,2018-08-26 20:52:26+00:00,2018-08-30 16:18:25+00:00,2018-08-30 16:18:25+00:00,TST: add missing tests for all polynomial subclass pow fns.
11817,closed,2018-08-26 20:46:00+00:00,2018-08-29 19:14:34+00:00,2018-08-29 19:14:34+00:00,DOC: add examples and extend existing dos for polynomial subclasses
11816,closed,2018-08-26 00:06:38+00:00,,2019-04-02 04:56:16+00:00,"MAINT, ENH: simplify and standardize polynomial pow fns using reduce."
11815,closed,2018-08-24 22:36:45+00:00,,2018-08-25 19:13:06+00:00,"WIP, BUG: prevent infinite __getitem__ calls on np.array()"
11814,closed,2018-08-24 20:22:06+00:00,2018-08-29 03:27:26+00:00,2018-08-29 03:27:26+00:00,"DOC, MAINT: Fixes for errstate() and README.md documentation."
11813,closed,2018-08-24 11:38:48+00:00,2018-08-26 16:15:28+00:00,2018-08-26 16:15:28+00:00,BUG: fix array_split incorrect behavior with array size bigger MAX_INT32
11812,closed,2018-08-24 04:22:09+00:00,2018-08-25 13:41:24+00:00,2018-08-25 13:41:24+00:00,DOC: edit setup.py docstring that is displayed on PyPI.
11811,closed,2018-08-23 22:59:42+00:00,,2018-08-26 20:44:47+00:00,TST: Missing polynomial tests
11806,closed,2018-08-23 05:05:30+00:00,2018-08-26 20:16:12+00:00,2018-08-26 20:16:12+00:00,DOC: Polybase augmented assignment notes
11805,closed,2018-08-23 00:33:26+00:00,2018-08-31 16:19:02+00:00,2018-08-31 16:19:02+00:00,BUG: add type cast check for ediff1d
11802,closed,2018-08-22 17:59:43+00:00,2018-08-28 16:16:44+00:00,2018-08-28 16:16:44+00:00,ENH: Use entry_points to install the f2py scripts.
11800,closed,2018-08-22 11:14:52+00:00,2018-08-28 19:21:22+00:00,2018-08-28 19:21:22+00:00,DOC: document use when f2py is not in the PATH
11797,closed,2018-08-21 21:25:10+00:00,2018-08-22 03:54:09+00:00,2018-08-22 03:54:09+00:00,DOC: Update docs after 1.15.1 release.
11794,closed,2018-08-21 12:09:24+00:00,,2018-08-21 16:27:05+00:00,ENH: Faster generation of random numbers in range by using a different rejection sampling algorithm.
11791,closed,2018-08-20 19:11:06+00:00,,2018-08-21 19:24:20+00:00,"WIP, TST: include missing source files in gcov report"
11789,closed,2018-08-20 17:14:21+00:00,,2018-08-21 05:17:53+00:00,ENH: add augmented assignments to `ABCPolybase`.
11787,closed,2018-08-19 20:29:14+00:00,2018-08-21 02:53:22+00:00,2018-08-21 02:53:22+00:00,DOC: Prepare for NumPy 1.15.1 release.
11786,closed,2018-08-19 14:26:29+00:00,2018-08-19 17:13:49+00:00,2018-08-19 17:13:49+00:00,BUG: Deprecation triggers segfault
11785,closed,2018-08-19 14:23:35+00:00,2018-08-19 15:31:20+00:00,2018-08-19 15:31:20+00:00,"BUG: Fix pickle and memoryview for datetime64, timedelta64 scalars"
11784,closed,2018-08-19 08:30:43+00:00,2018-08-19 14:32:52+00:00,2018-08-19 14:32:52+00:00,MAINT: reformat line spacing before test methods
11783,closed,2018-08-19 08:23:17+00:00,2018-09-25 07:30:03+00:00,2018-09-25 07:30:03+00:00,MAINT: check `_append_char` return value
11782,closed,2018-08-19 04:02:25+00:00,,2018-08-29 19:40:57+00:00,MAINT: Correct and update polynomial package documentation.
11781,closed,2018-08-18 20:11:56+00:00,2018-08-18 22:26:48+00:00,2018-08-18 22:26:49+00:00,BUG: Avoid signed overflow in histogram
11779,closed,2018-08-18 13:55:25+00:00,2018-08-18 15:08:25+00:00,2018-08-18 15:08:25+00:00,BUG: Fix test sensitive to platform byte order.
11778,closed,2018-08-18 08:10:14+00:00,2018-08-18 20:02:22+00:00,2018-08-18 20:02:22+00:00,BUG: Avoid signed overflow in histogram
11777,closed,2018-08-18 00:24:58+00:00,2018-08-18 10:09:17+00:00,2018-08-18 10:09:17+00:00,BUG: Fix regression in intersect1d.
11776,closed,2018-08-17 23:07:14+00:00,2018-08-18 10:09:29+00:00,2018-08-18 10:09:29+00:00,TST: Fix urlopen stubbing.
11775,closed,2018-08-17 22:52:01+00:00,2018-08-18 10:10:11+00:00,2018-08-18 10:10:11+00:00,MAINT: Make assert_array_compare more generic.
11774,closed,2018-08-17 20:09:00+00:00,2018-08-18 00:21:06+00:00,2018-08-18 00:21:07+00:00,BUG: Fix regression in intersect1d.
11773,closed,2018-08-17 18:40:58+00:00,,2018-08-17 22:53:50+00:00,MAINT: Numerous grammar fixups in documentation
11771,closed,2018-08-17 18:02:21+00:00,2018-10-12 08:27:32+00:00,2018-10-12 08:27:32+00:00,BUG: Make `random.shuffle` work on 1-D instances of `ndarray` subclasses
11767,closed,2018-08-17 13:08:28+00:00,,2018-08-17 16:22:09+00:00,Fix typedef for PyArray_FillFunc
11765,closed,2018-08-17 05:21:46+00:00,2018-08-18 18:27:36+00:00,2018-08-18 18:27:36+00:00,DOC: Move documentation from `help(ndarray.ctypes)` to `help(some_array.ctypes)`
11763,closed,2018-08-17 03:00:35+00:00,2018-08-17 04:42:07+00:00,2018-08-17 04:42:07+00:00,BUG: check return value of _buffer_format_string
11761,closed,2018-08-16 22:21:49+00:00,2018-08-17 03:06:08+00:00,2018-08-17 03:06:08+00:00,BUG: Increase required cython version on python 3.7
11760,closed,2018-08-16 21:03:01+00:00,2018-08-17 13:58:46+00:00,2018-08-17 13:58:46+00:00,BUG: Fixes for unicode field names in Python 2 
11759,closed,2018-08-16 20:52:24+00:00,2018-08-17 03:03:24+00:00,2018-08-17 03:03:24+00:00,BUG: Fix printing of longdouble on ppc64le.
11758,closed,2018-08-16 20:44:51+00:00,2018-08-17 03:02:51+00:00,2018-08-17 03:02:51+00:00,BUG: Fix Fortran kind detection for aarch64 & s390x.
11757,closed,2018-08-16 20:38:45+00:00,2018-08-16 22:02:24+00:00,2018-08-16 22:02:24+00:00,BUG: Revert use of `console_scripts`.
11756,closed,2018-08-16 16:22:52+00:00,2018-08-17 22:47:58+00:00,2018-08-17 22:47:59+00:00,MAINT: Make assert_array_compare more generic.
11755,closed,2018-08-16 11:00:17+00:00,2018-08-21 16:14:59+00:00,2018-08-21 16:14:59+00:00,MAINT: Fix typos in random.hypergeometric's notes
11754,closed,2018-08-16 08:46:34+00:00,2018-08-17 02:55:31+00:00,2018-08-17 02:55:31+00:00,BUG: check return value of `_buffer_format_string`
11751,closed,2018-08-16 01:54:30+00:00,,2018-08-16 16:25:41+00:00,BUG: Fix Python 3.5 np.testing.assert_almost_equal issue
11750,closed,2018-08-16 01:04:09+00:00,,2018-08-17 22:12:06+00:00,MAINT: C code no longer calls Python _newnames()
11749,closed,2018-08-16 00:10:26+00:00,,2018-10-10 05:08:54+00:00,ENH: change buffer format string for datetime64 to '=Q'
11746,closed,2018-08-15 16:24:47+00:00,2018-08-15 18:52:45+00:00,2018-08-15 18:52:45+00:00,BUG: Fix regression in loadtxt for bz2 text files in Python 2.
11745,closed,2018-08-15 14:09:37+00:00,2018-08-15 16:27:04+00:00,2018-08-15 16:27:04+00:00,DOC: Small docstring fixes for old polyfit.
11742,closed,2018-08-14 23:19:33+00:00,2018-08-17 16:43:47+00:00,2018-08-17 16:43:47+00:00,DOC: Reduce warnings and cleanup redundant c-api documentation
11740,closed,2018-08-14 18:31:08+00:00,2018-08-14 19:16:49+00:00,2018-08-14 19:16:49+00:00,BUG: Deprecation triggers segfault
11739,closed,2018-08-14 18:23:17+00:00,2018-11-26 23:40:26+00:00,2018-11-26 23:40:26+00:00,"BUG: disallow setting flag to writeable after fromstring, frombuffer"
11738,closed,2018-08-14 09:34:25+00:00,2018-08-17 16:40:03+00:00,2018-08-17 16:40:03+00:00,"TST, MAINT: add lgtm.yml to tweak LGTM.com analysis"
11735,closed,2018-08-13 20:51:01+00:00,2018-08-18 13:51:05+00:00,2018-08-18 13:51:06+00:00,BUG: Fix test sensitive to platform byte order.
11733,closed,2018-08-13 16:47:37+00:00,2018-08-15 01:01:21+00:00,2018-08-15 01:01:21+00:00,DOC: recommend polynomial.Polynomial over np.polyfit
11731,closed,2018-08-13 12:48:34+00:00,2018-08-13 13:49:40+00:00,2018-08-13 13:49:40+00:00,DOC: fix typo in vectorize docstring
11729,closed,2018-08-13 09:56:33+00:00,2018-08-13 10:51:27+00:00,2018-08-13 10:51:27+00:00,DOC: fix capitalization of kilojoules
11727,closed,2018-08-13 06:08:41+00:00,2018-08-13 15:03:44+00:00,2018-08-13 15:03:44+00:00,BUG: Fix printing of longdouble on ppc64le.
11725,closed,2018-08-13 02:09:50+00:00,2018-08-14 14:55:49+00:00,2018-08-14 14:55:49+00:00,BUG: Fix Fortran kind detection for aarch64 & s390x.
11722,closed,2018-08-12 18:04:20+00:00,2018-08-14 15:17:08+00:00,2018-08-14 15:17:08+00:00,MAINT: Remove duplicate docstring and correct location of `__all__` in np.random
11721,closed,2018-08-12 17:43:02+00:00,2018-12-16 20:05:59+00:00,2018-12-16 20:06:00+00:00,BUG: Make `arr.ctypes.data` hold onto a reference to the underlying array
11720,closed,2018-08-12 16:07:07+00:00,2018-08-12 19:42:08+00:00,2018-08-12 19:42:08+00:00,MAINT: Make einsum optimize default to False.
11719,closed,2018-08-12 15:35:27+00:00,2018-08-12 17:17:45+00:00,2018-08-12 17:17:45+00:00,BUG: Fix undefined functions on big-endian systems.
11718,closed,2018-08-12 14:05:31+00:00,2018-08-14 15:30:16+00:00,2018-08-14 15:30:16+00:00,BUG: Revert use of `console_scripts`.
11717,closed,2018-08-12 14:04:20+00:00,2018-08-12 15:46:45+00:00,2018-08-12 15:46:45+00:00,MAINT: Make einsum optimize default to False.
11715,closed,2018-08-12 07:26:26+00:00,2018-08-17 22:59:57+00:00,2018-08-17 22:59:57+00:00,TST: Fix urlopen stubbing.
11712,closed,2018-08-11 10:48:53+00:00,,2018-08-12 14:06:40+00:00,WIP: Test fix for gh-11649
11711,closed,2018-08-11 06:59:31+00:00,2018-08-12 15:29:17+00:00,2018-08-12 15:29:17+00:00,BUG: Fix undefined functions on big-endian systems.
11710,closed,2018-08-10 21:39:04+00:00,2018-08-18 18:25:02+00:00,2018-08-18 18:25:02+00:00,"BUG: Check for compiler used in env['CC'], then config_vars['CC']"
11708,closed,2018-08-10 20:12:59+00:00,2018-08-15 16:21:36+00:00,2018-08-15 16:21:37+00:00,BUG: Fix regression in np.loadtxt for bz2 text files in Python 2.
11703,closed,2018-08-10 06:55:39+00:00,2018-08-12 19:42:58+00:00,2018-08-12 19:42:58+00:00,"MAINT: Remove np.pkgload, which seems to be unusable anyway"
11700,closed,2018-08-09 15:22:14+00:00,2018-08-09 18:25:11+00:00,2018-08-09 18:25:11+00:00,BUG: Add missing PyErr_NoMemory after failing malloc
